,Shading Maps
802,"[[ 0.          0.          0.          0.43383948  1.35574837  5.5856833 ]
 [ 0.          0.          0.27114967  2.60303688  3.5791757  10.        ]
 [ 0.          0.32537961  3.90455531  2.65726681 10.          6.23644252]
 [ 0.10845987  4.44685466  4.98915401  8.45986985 10.          0.05422993]
 [ 3.09110629  7.26681128  2.65726681 10.          3.79609544  0.        ]
 [ 5.91106291  1.57266811  8.24295011 10.          6.61605206  1.0845987 ]
 [ 2.00650759  4.5010846  10.         10.          9.32754881  1.73535792]
 [ 2.44034707 10.         10.         10.          7.86334056  3.47071584]
 [ 7.15835141 10.         10.         10.          6.07375271 10.        ]
 [10.         10.         10.         10.          9.59869848  3.95878525]]"
803,"[[ 5.89430894 10.          9.85772358  8.68902439  4.06504065  0.        ]
 [ 6.70731707 10.          5.69105691  9.50203252  4.42073171  0.        ]
 [ 3.20121951  4.9796748   3.1504065   7.26626016  1.42276423  1.62601626]
 [ 0.96544715 10.          2.64227642  3.35365854  1.2703252   7.01219512]
 [10.          8.99390244  4.3699187   1.8800813   0.86382114  5.94512195]
 [ 4.47154472  5.0304878   6.35162602  2.4898374   0.15243902  2.38821138]
 [ 0.96544715  4.9796748   6.65650407  2.08333333  0.81300813  1.82926829]
 [ 5.53861789  7.21544715  3.65853659  1.52439024  2.69308943  2.4898374 ]
 [ 9.45121951  8.07926829  3.81097561  1.93089431  5.13211382  7.82520325]
 [ 3.30284553  3.20121951  1.82926829  3.25203252  9.90853659 10.        ]]"
804,"[[ 2.31143552  7.72506083  7.72506083  2.91970803  0.72992701  0.        ]
 [ 2.49391727  8.51581509  7.96836983  6.81265207  1.33819951  0.85158151]
 [ 1.15571776  3.46715328  4.31873479 10.          6.32603406  3.77128954]
 [ 0.3649635   5.65693431 10.         10.         10.         10.        ]
 [ 7.42092457  9.36739659 10.         10.         10.         10.        ]
 [ 0.3649635   5.65693431 10.          9.79318735 10.          8.33333333]
 [ 0.1216545   8.81995134  4.86618005  6.99513382  6.38686131  4.9270073 ]
 [ 0.06082725  6.44768856  3.89294404  6.38686131  4.8053528   5.4136253 ]
 [ 1.88564477  1.70316302  4.37956204  5.23114355  7.05596107  7.84671533]
 [ 1.52068127  1.82481752  7.42092457 10.         10.         10.        ]]"
805,"[[ 0.          0.05787037  1.04166667  1.5625      4.16666667  4.1087963 ]
 [ 0.          1.21527778  3.58796296  5.32407407  9.08564815  8.56481481]
 [ 0.34722222  2.5462963   9.02777778 10.         10.         10.        ]
 [ 0.34722222 10.          8.85416667 10.         10.         10.        ]
 [ 0.17361111 10.          3.7037037   7.11805556  6.59722222  4.80324074]
 [ 0.69444444 10.          3.87731481  5.03472222  4.16666667  5.49768519]
 [ 9.9537037  10.          4.74537037  5.09259259  8.04398148  9.14351852]
 [10.         10.          8.96990741  6.25        8.33333333  9.375     ]
 [ 7.75462963  6.13425926  4.22453704  4.22453704  3.87731481 10.        ]
 [ 2.66203704  1.73611111  1.85185185  1.73611111  2.43055556  8.68055556]]"
806,"[[10.         10.          4.81843575  1.39664804  1.53631285  4.05027933]
 [10.         10.          4.60893855  3.0726257  10.          7.05307263]
 [10.          9.21787709  5.02793296 10.         10.          2.86312849]
 [ 6.1452514   7.61173184 10.         10.          8.65921788  5.93575419]
 [ 2.93296089  8.44972067 10.         10.         10.         10.        ]
 [ 2.23463687 10.         10.         10.         10.          8.44972067]
 [ 0.90782123  7.68156425 10.         10.         10.          8.58938547]
 [ 0.90782123  6.63407821 10.         10.         10.          8.03072626]
 [ 0.1396648   2.09497207  5.02793296  3.70111732 10.          6.1452514 ]
 [ 0.          0.76815642  0.76815642  0.48882682  4.39944134  2.72346369]]"
807,"[[ 0.70754717  2.41745283  7.01650943 10.         10.          5.89622642]
 [ 2.00471698  4.95283019 10.         10.         10.          4.30424528]
 [ 4.12735849 10.         10.         10.          6.72169811  2.41745283]
 [ 8.37264151 10.         10.         10.          5.36556604  2.00471698]
 [ 7.48820755  9.25707547 10.         10.          5.60141509  1.82783019]
 [ 5.07075472  5.48349057 10.         10.          5.12971698  2.94811321]
 [ 1.88679245  3.18396226  5.24764151  9.43396226  6.36792453  2.59433962]
 [ 1.41509434  1.29716981  1.88679245  7.78301887  4.18632075  0.23584906]
 [ 1.4740566   3.24292453  7.01650943  7.9009434   0.29481132  0.        ]
 [ 3.71462264  8.5495283  10.          3.125       0.53066038  0.11792453]]"
808,"[[ 3.24754902  5.14705882  0.85784314  0.          2.02205882  2.94117647]
 [ 7.04656863  4.96323529  0.24509804  1.8995098   4.77941176  3.37009804]
 [ 6.37254902  5.51470588 10.         10.          9.12990196  3.79901961]
 [10.         10.          7.35294118  8.27205882  5.88235294  4.90196078]
 [ 1.96078431  5.69852941  9.375       9.92647059  6.8627451   5.39215686]
 [ 4.28921569 10.         10.          9.49754902  7.53676471  6.80147059]
 [ 6.74019608 10.         10.         10.         10.         10.        ]
 [ 3.79901961  7.29166667  9.9877451  10.         10.         10.        ]
 [ 2.32843137  4.28921569 10.         10.         10.          8.27205882]
 [ 0.55147059  1.04166667  2.32843137  3.00245098  2.45098039  1.40931373]]"
809,"[[ 0.          1.36904762  3.39285714  6.01190476  3.80952381  0.29761905]
 [ 0.23809524  2.02380952  8.51190476 10.          8.21428571  1.36904762]
 [ 0.41666667  2.02380952 10.         10.         10.          4.10714286]
 [ 0.23809524  3.27380952 10.         10.         10.         10.        ]
 [ 0.          8.63095238 10.         10.         10.         10.        ]
 [ 3.98809524 10.          6.25       10.         10.         10.        ]
 [10.          2.73809524  7.97619048 10.         10.          6.72619048]
 [ 3.86904762  4.52380952  7.32142857  7.20238095  2.38095238  1.36904762]
 [ 4.94047619  7.14285714  8.39285714  2.91666667  0.29761905  0.35714286]
 [ 4.88095238  7.97619048  3.86904762  0.47619048  0.          0.        ]]"
810,"[[ 0.          0.24171271  0.65607735  1.41574586  1.62292818  1.86464088]
 [ 0.37983425  1.5538674   4.00552486  5.93922652  6.28453039  3.62569061]
 [ 0.75966851  1.93370166  3.59116022  6.94060773  7.45856354  6.66436464]
 [ 0.31077348  0.48342541  2.27900552  3.97099448  7.2859116   7.2859116 ]
 [ 0.03453039  0.27624309  1.89917127  5.00690608  4.62707182  4.9378453 ]
 [ 0.27624309  0.82872928  2.10635359  4.86878453 10.         10.        ]
 [ 0.37983425  1.24309392  3.83287293  3.52209945 10.          9.28867403]
 [ 1.48480663  4.28176796  1.27762431  1.34668508  2.79696133  2.45165746]
 [ 5.90469613  1.8301105   0.31077348  1.3121547   3.45303867  6.69889503]
 [10.          4.73066298  0.65607735  0.75966851  2.72790055  6.11187845]]"
811,"[[10.         10.          8.24795082  4.30327869  2.15163934  1.63934426]
 [10.         10.          6.55737705  3.94467213  4.09836066  3.48360656]
 [ 7.83811475  7.01844262  7.22336066  7.68442623  8.40163934  5.27663934]
 [ 3.32991803  3.89344262  5.89139344  7.94057377  5.94262295  6.8647541 ]
 [ 0.76844262  1.63934426  5.12295082  5.17418033  6.71106557  2.86885246]
 [ 0.05122951  1.69057377  5.12295082  9.63114754  6.14754098  4.30327869]
 [ 0.          2.66393443 10.          9.11885246 10.         10.        ]
 [ 0.15368852  6.19877049  8.81147541 10.         10.         10.        ]
 [ 1.8442623   5.17418033  5.53278689  9.9897541  10.         10.        ]
 [ 1.38319672  1.48565574  1.33196721  3.125       4.04713115  2.56147541]]"
812,"[[ 0.          0.05980861  1.01674641  5.26315789 10.         10.        ]
 [ 0.41866029  1.61483254  4.00717703 10.         10.          8.79186603]
 [ 0.11961722  0.17942584  2.63157895 10.          7.95454545 10.        ]
 [ 0.          0.35885167  4.48564593  6.10047847  7.59569378 10.        ]
 [ 0.          0.89712919  2.27272727  1.85406699  4.90430622  7.83492823]
 [ 0.17942584  0.65789474  0.71770335  1.31578947  2.93062201  4.48564593]
 [ 0.23923445  0.35885167  0.65789474  2.63157895  5.56220096  4.60526316]
 [ 1.07655502  1.4354067   1.31578947  4.3062201   7.17703349  8.01435407]
 [ 4.48564593  3.11004785  1.49521531  3.3492823   6.39952153 10.        ]
 [ 5.98086124  5.44258373  4.66507177 10.         10.         10.        ]]"
813,"[[ 2.90102389  3.07167235  2.55972696  2.30375427  3.15699659  4.43686007]
 [ 6.99658703  8.02047782  6.14334471  6.48464164  7.84982935 10.        ]
 [10.         10.          9.47098976  9.89761092 10.         10.        ]
 [10.         10.         10.         10.         10.         10.        ]
 [10.         10.         10.         10.         10.         10.        ]
 [10.         10.          7.76450512  6.9112628  10.         10.        ]
 [ 7.08191126  9.89761092  3.83959044 10.          5.80204778 10.        ]
 [ 6.14334471  8.36177474 10.          2.47440273  2.47440273 10.        ]
 [10.         10.          1.87713311  0.42662116  2.21843003 10.        ]
 [10.          7.50853242  1.10921502  0.          1.96245734  8.87372014]]"
814,"[[ 0.          0.          0.          0.          3.62190813 10.        ]
 [ 0.          0.          0.          0.08833922  4.06360424 10.        ]
 [ 0.          0.          0.35335689  3.71024735  3.79858657 10.        ]
 [ 0.          0.26501767  8.48056537  6.44876325 10.         10.        ]
 [ 0.26501767 10.         10.          9.27561837  9.62897527 10.        ]
 [ 8.39222615 10.          8.39222615  9.09893993  9.54063604  4.06360424]
 [10.          7.77385159 10.          7.77385159  7.68551237  2.03180212]
 [ 4.24028269  7.95053004 10.         10.          7.68551237  6.18374558]
 [ 3.8869258  10.         10.         10.          9.71731449 10.        ]
 [ 4.06360424  7.24381625  9.09893993 10.         10.         10.        ]]"
815,"[[10.          9.13461538  3.36538462  2.08333333  0.          0.48076923]
 [10.         10.          6.49038462  1.5224359   0.88141026  3.28525641]
 [10.         10.          2.08333333  1.36217949  2.40384615  4.6474359 ]
 [ 8.97435897  7.61217949  2.00320513  1.36217949  3.52564103  9.93589744]
 [ 6.33012821  3.36538462  3.125       2.40384615  8.81410256 10.        ]
 [ 1.92307692  1.68269231  6.33012821  6.65064103  9.53525641 10.        ]
 [ 1.84294872  4.00641026 10.         10.          5.28846154 10.        ]
 [ 6.89102564 10.         10.          0.24038462  3.52564103  2.48397436]
 [ 8.57371795 10.          8.49358974  1.04166667  2.08333333  5.28846154]
 [10.         10.          5.12820513  1.36217949  4.7275641  10.        ]]"
816,"[[ 4.80769231  9.67548077 10.          6.79086538  3.96634615  0.30048077]
 [ 9.49519231 10.         10.          8.53365385  2.16346154  2.64423077]
 [10.         10.         10.          2.58413462  5.76923077 10.        ]
 [ 1.80288462 10.          7.27163462  4.50721154 10.          8.41346154]
 [ 3.78605769  1.80288462  2.88461538 10.          5.70913462  7.45192308]
 [ 2.52403846  1.38221154  6.67067308  4.02644231 10.         10.        ]
 [ 1.44230769  4.32692308  4.08653846 10.         10.          1.38221154]
 [ 2.34375     3.30528846 10.          6.31009615  0.18028846  0.        ]
 [ 4.62740385 10.          3.00480769  0.60096154  0.          0.        ]
 [ 7.93269231 10.          6.31009615  4.80769231  9.85576923 10.        ]]"
817,"[[ 0.          0.          0.          0.          0.          0.19230769]
 [ 0.06410256  0.06410256  0.06410256  0.          0.25641026  0.76923077]
 [ 1.02564103  1.73076923  3.97435897  8.78205128 10.         10.        ]
 [ 6.02564103  6.85897436  6.73076923  6.66666667 10.         10.        ]
 [ 8.46153846 10.         10.         10.         10.         10.        ]
 [ 2.56410256  7.69230769 10.         10.          7.17948718  4.87179487]
 [ 5.51282051 10.         10.          4.61538462  2.62820513  5.        ]
 [ 9.48717949  8.14102564  5.8974359   1.53846154  2.75641026  8.14102564]
 [ 4.55128205  7.88461538  5.19230769  0.38461538  3.20512821 10.        ]
 [ 1.08974359 10.          3.65384615  1.53846154  9.16666667 10.        ]]"
818,"[[ 1.0707635   9.4972067   5.3538175   0.04655493  0.          0.09310987]
 [ 1.0707635   9.68342644  6.00558659  0.18621974  0.32588454  2.65363128]
 [ 0.27932961  3.86405959  1.67597765  1.62942272  5.91247672  5.67970205]
 [ 0.09310987  0.9310987   3.63128492  5.40037244  1.90875233  0.18621974]
 [ 0.60521415  1.95530726  1.90875233  0.18621974  0.09310987  0.04655493]
 [ 0.60521415  0.18621974  0.          0.04655493  0.18621974  0.55865922]
 [ 0.37243948  0.65176909  0.41899441  0.60521415  1.25698324  2.74674115]
 [ 1.11731844  1.76908752  1.58286778  1.39664804  3.0726257  10.        ]
 [ 3.91061453  6.09869646  7.96089385  5.54003724 10.         10.        ]
 [10.         10.         10.         10.         10.         10.        ]]"
819,"[[ 0.          0.12315271  1.23152709  3.75615764  4.80295567  2.15517241]
 [ 0.06157635  0.55418719  3.07881773  8.06650246 10.          5.9729064 ]
 [ 0.          0.73891626  3.2635468   9.60591133 10.         10.        ]
 [ 0.12315271  1.78571429  4.67980296 10.         10.         10.        ]
 [ 0.49261084  4.00246305 10.         10.         10.         10.        ]
 [10.         10.         10.         10.         10.         10.        ]
 [ 1.908867    5.54187192 10.          6.89655172  0.86206897  7.82019704]
 [ 0.86206897  4.24876847  5.91133005  3.01724138  1.41625616  7.63546798]
 [ 0.36945813  1.29310345  1.908867    1.60098522  5.41871921 10.        ]
 [ 0.12315271  0.24630542  0.30788177  1.23152709  6.40394089 10.        ]]"
820,"[[ 1.72131148 10.         10.         10.          6.47540984 10.        ]
 [ 8.44262295 10.          6.47540984  1.2295082   9.83606557 10.        ]
 [ 5.49180328  9.26229508  0.          1.06557377 10.          8.60655738]
 [ 8.52459016  0.49180328  1.2295082  10.         10.         10.        ]
 [ 2.29508197  1.47540984  6.39344262 10.         10.         10.        ]
 [ 0.16393443  3.27868852 10.         10.         10.         10.        ]
 [ 0.32786885  2.70491803  8.44262295 10.         10.         10.        ]
 [ 0.6557377   3.1147541   6.14754098  6.39344262  8.19672131 10.        ]
 [ 1.80327869  3.27868852  3.19672131  4.75409836 10.         10.        ]
 [ 1.8852459   2.37704918  2.78688525  5.49180328 10.         10.        ]]"
821,"[[ 2.5273224   4.57650273  7.10382514  5.87431694  7.10382514  4.16666667]
 [ 2.5273224   3.96174863  6.14754098 10.         10.          1.2295082 ]
 [ 1.63934426  2.93715847 10.         10.          8.81147541  4.16666667]
 [ 0.27322404  4.03005464 10.          8.87978142  8.33333333  5.73770492]
 [ 1.29781421  8.33333333  7.5136612  10.         10.         10.        ]
 [ 5.25956284  6.07923497  9.15300546 10.         10.         10.        ]
 [ 5.73770492  7.24043716  8.33333333 10.          9.08469945  4.50819672]
 [ 6.28415301  9.28961749  8.46994536 10.          3.34699454  0.68306011]
 [ 3.96174863  7.58196721 10.         10.          1.09289617  0.        ]
 [ 2.32240437  6.96721311 10.         10.          0.88797814  1.50273224]]"
822,"[[ 4.26136364  7.44318182  6.02272727  3.01136364  5.28409091  3.125     ]
 [ 4.60227273 10.         10.         10.          7.15909091  3.23863636]
 [ 3.01136364  8.18181818 10.         10.          9.31818182  5.22727273]
 [ 0.85227273 10.          9.82954545  6.64772727  8.40909091  4.65909091]
 [ 7.67045455  1.70454545  2.55681818  2.38636364  4.48863636  6.42045455]
 [ 4.03409091  5.22727273  4.54545455  2.78409091  7.72727273 10.        ]
 [ 5.56818182 10.         10.         10.         10.         10.        ]
 [ 8.63636364 10.          6.76136364  5.85227273 10.          8.69318182]
 [ 0.          0.45454545  1.76136364  5.56818182  6.81818182  8.23863636]
 [ 0.05681818  0.17045455  1.64772727  4.60227273 10.          0.96590909]]"
823,"[[ 2.79642058  6.31991051  8.22147651  8.55704698  3.63534676  1.84563758]
 [ 3.69127517  9.56375839 10.         10.          6.65548098  1.51006711]
 [ 4.08277405 10.         10.         10.          6.20805369  1.34228188]
 [10.          8.6689038  10.          8.44519016  4.69798658  1.06263982]
 [ 3.52348993  1.23042506  6.93512304 10.          3.07606264  4.25055928]
 [ 3.97091723  3.07606264 10.          2.62863535  3.52348993  6.20805369]
 [ 5.25727069  7.88590604 10.          1.73378076  2.85234899  3.69127517]
 [ 4.36241611 10.          2.68456376  3.57941834  5.87248322  5.59284116]
 [ 5.08948546 10.          1.78970917  3.07606264  4.3064877   5.36912752]
 [ 3.29977629 10.          2.12527964  0.          0.55928412  0.950783  ]]"
824,"[[ 0.          0.          2.58945386  9.13370998  3.71939736  5.97928437]
 [ 0.          0.89453861  9.22787194  6.92090395  5.83804143  6.45009416]
 [ 0.04708098  5.74387947  4.94350282 10.          7.34463277  8.47457627]
 [ 0.84745763  4.70809793  0.75329567 10.          5.83804143 10.        ]
 [ 1.69491525  0.47080979  0.14124294  5.64971751  7.53295669  6.87382298]
 [ 0.47080979  0.          0.04708098  1.41242938 10.          0.04708098]
 [ 0.          0.          1.31826742  4.42561205  4.28436911  0.        ]
 [ 0.04708098  0.04708098  7.39171375  4.89642185  0.2354049   0.2354049 ]
 [ 0.28248588  1.78907721 10.          4.84934087  5.60263653  4.51977401]
 [ 0.94161959  3.76647834 10.         10.         10.         10.        ]]"
825,"[[ 0.          0.04672897  0.37383178  2.19626168  5.28037383  3.69158879]
 [ 0.          0.04672897  0.37383178  7.38317757 10.          9.90654206]
 [ 0.          0.3271028   2.00934579 10.         10.         10.        ]
 [ 0.04672897  0.42056075  4.11214953 10.         10.         10.        ]
 [ 0.14018692  0.65420561  3.08411215  7.10280374 10.         10.        ]
 [ 0.18691589  0.74766355  2.38317757  4.1588785   5.3271028   7.00934579]
 [ 0.42056075  0.60747664  3.17757009  3.8317757   2.99065421  2.6635514 ]
 [ 0.18691589  0.79439252  6.02803738  8.36448598  9.25233645  8.55140187]
 [ 0.04672897  0.8411215   7.28971963 10.         10.          7.6635514 ]
 [ 0.          0.79439252  3.8317757   7.99065421  4.39252336  7.05607477]]"
826,"[[ 0.40214477  5.16085791 10.         10.         10.         10.        ]
 [ 2.68096515  5.42895442  3.08310992  4.82573727 10.         10.        ]
 [ 0.73726542  2.74798928  8.44504021 10.         10.         10.        ]
 [ 8.71313673 10.         10.         10.         10.          9.24932976]
 [10.         10.          8.84718499  5.02680965 10.          4.89276139]
 [ 4.35656836  4.55764075  2.07774799  1.67560322  9.31635389  1.00536193]
 [ 1.4075067   2.94906166  2.8150134   1.13941019  5.69705094  0.        ]
 [ 3.35120643  5.22788204 10.          6.769437    2.74798928  0.06702413]
 [ 5.8310992  10.         10.         10.          7.84182306  0.60321716]
 [ 6.23324397  8.04289544 10.         10.          4.75871314  1.07238606]]"
827,"[[ 0.29560811  2.15371622  5.65878378  4.47635135  2.02702703  0.92905405]
 [ 0.67567568  5.61655405  7.98141892  4.94087838  3.84290541  3.96959459]
 [ 2.15371622 10.         10.          5.57432432  6.71452703 10.        ]
 [ 3.5472973  10.         10.          4.64527027 10.         10.        ]
 [ 2.15371622  7.85472973  8.27702703  3.08277027  9.29054054 10.        ]
 [ 0.38006757  2.61824324  3.16722973  2.15371622  8.06587838  2.61824324]
 [ 0.08445946  0.59121622  0.97128378  2.11148649  7.68581081  1.39358108]
 [ 0.          0.21114865  1.26689189  4.98310811  9.41722973  4.60304054]
 [ 0.16891892  1.73141892  5.61655405 10.         10.         10.        ]
 [ 0.67567568  3.92736486  8.74155405 10.         10.          3.84290541]]"
828,"[[10.         10.          3.67847411  3.61035422  6.40326975  9.53678474]
 [ 7.76566757 10.          5.85831063  5.92643052 10.         10.        ]
 [ 2.65667575  4.15531335  5.10899183  8.3106267  10.          9.33242507]
 [ 1.15803815  3.54223433  7.69754768 10.         10.          6.0626703 ]
 [ 1.08991826  4.49591281 10.         10.         10.         10.        ]
 [ 2.58855586  7.42506812 10.         10.         10.         10.        ]
 [ 1.70299728 10.         10.         10.         10.         10.        ]
 [ 1.08991826  3.40599455  9.94550409 10.         10.          9.33242507]
 [ 0.20435967  0.7493188   3.26975477 10.         10.          0.95367847]
 [ 0.06811989  0.13623978  2.52043597 10.          4.35967302  0.        ]]"
829,"[[ 0.          0.          0.          0.          0.          0.        ]
 [ 0.          0.05144033  0.          0.05144033  0.          0.05144033]
 [ 0.          0.05144033  0.10288066  0.10288066  0.66872428  2.00617284]
 [ 0.05144033  0.25720165  0.8744856   1.64609053  7.25308642  6.06995885]
 [ 0.          1.2345679   3.3436214  10.         10.          1.59465021]
 [ 1.54320988  5.09259259 10.         10.          9.41358025  9.51646091]
 [ 3.7037037   9.41358025 10.         10.         10.         10.        ]
 [ 5.29835391  6.6872428  10.         10.         10.         10.        ]
 [ 1.85185185  5.60699588  8.38477366 10.         10.         10.        ]
 [ 1.08024691  0.77160494  0.8744856  10.          4.01234568 10.        ]]"
830,"[[ 0.14880952  1.71130952  3.7202381   6.10119048  7.66369048  4.76190476]
 [ 0.14880952  1.48809524  2.1577381   5.43154762  6.17559524  5.2827381 ]
 [ 0.22321429  0.89285714  2.08333333  3.57142857  4.53869048  4.46428571]
 [ 5.87797619  6.25        4.91071429  4.31547619  5.2827381   9.52380952]
 [ 8.7797619  10.         10.         10.          6.54761905 10.        ]
 [10.         10.         10.         10.         10.         10.        ]
 [ 1.04166667  5.20833333 10.         10.         10.         10.        ]
 [ 0.14880952  1.63690476 10.         10.         10.         10.        ]
 [ 0.81845238  7.73809524 10.         10.         10.         10.        ]
 [ 7.66369048 10.         10.         10.          2.08333333  0.        ]]"
831,"[[ 1.52207002  2.47336377  0.41856925  1.94063927  0.          0.03805175]
 [ 3.80517504  3.23439878  2.28310502  6.01217656  2.13089802  5.55555556]
 [ 4.9086758   3.08219178  3.12024353  6.24048706  2.62557078  4.94672755]
 [ 4.9847793   1.59817352  4.5281583   9.32267884  0.11415525  0.0761035 ]
 [ 2.77777778  0.76103501  6.96347032 10.          0.0761035   0.26636225]
 [ 0.98934551  0.11415525 10.          3.57686454  0.456621    2.05479452]
 [ 1.48401826  3.80517504 10.          9.09436834 10.          2.43531202]
 [ 0.64687976  4.49010654 10.         10.          8.40943683  4.79452055]
 [ 4.26179604  7.34398782  9.09436834  4.49010654  5.93607306  3.31050228]
 [ 0.79908676  3.19634703  4.29984779  7.57229833  6.92541857  4.10958904]]"
832,"[[ 3.62796834  5.67282322  4.94722955  2.63852243  0.19788918  0.        ]
 [ 4.88126649  8.64116095 10.          4.22163588  0.92348285  0.06596306]
 [ 7.05804749 10.         10.          7.18997361  2.30870712  2.04485488]
 [ 9.96042216 10.         10.         10.          6.92612137  8.77308707]
 [ 7.84960422 10.         10.         10.         10.         10.        ]
 [ 6.99208443 10.         10.         10.         10.         10.        ]
 [ 6.26649077  4.28759894  8.31134565 10.         10.          7.7176781 ]
 [ 2.90237467  2.176781    7.7176781  10.         10.          5.21108179]
 [ 0.85751979  2.63852243 10.         10.          5.93667546  1.38522427]
 [ 0.3298153   3.16622691  8.70712401  6.86015831  2.90237467  0.52770449]]"
833,"[[ 0.03943218  0.5126183   4.2192429   0.63091483  0.19716088  0.11829653]
 [ 0.07886435  2.52365931  6.54574132  3.5488959   2.91798107  3.62776025]
 [ 0.35488959  6.66403785  9.81861199  8.32018927 10.          9.50315457]
 [ 0.5126183   8.51735016  8.63564669 10.          8.59621451  7.80757098]
 [ 0.55205047  8.87223975  6.03312303 10.          6.86119874  4.77129338]
 [ 1.89274448  7.57097792  6.15141956 10.         10.          9.34542587]
 [ 3.19400631  7.49211356  5.99369085 10.          6.46687697  7.21608833]
 [ 4.14037855  6.15141956  6.26971609  3.74605678  2.48422713  1.73501577]
 [ 1.45899054  2.20820189  1.30126183  0.78864353  1.10410095  4.77129338]
 [ 0.43375394  0.27602524  0.          0.03943218  1.97160883  3.66719243]]"
834,"[[ 4.38034188  5.71581197  3.47222222  1.06837607  2.83119658  3.31196581]
 [10.         10.          5.12820513  2.56410256 10.          8.11965812]
 [10.         10.          4.7542735   2.08333333 10.         10.        ]
 [ 6.51709402 10.         10.         10.         10.          9.66880342]
 [ 2.08333333  6.46367521 10.         10.         10.          4.7542735 ]
 [ 0.26709402  1.28205128  3.47222222  3.57905983  6.78418803  0.90811966]
 [ 0.0534188   0.96153846  2.51068376  4.7008547   4.11324786  0.21367521]
 [ 0.10683761  8.11965812 10.          2.93803419  1.28205128  0.        ]
 [10.         10.          6.25        9.45512821 10.         10.        ]
 [10.         10.          6.46367521  1.4957265   0.26709402  0.21367521]]"
835,"[[ 0.          1.64670659 10.         10.         10.          6.96107784]
 [ 1.34730539  6.06287425 10.          8.08383234 10.          4.86526946]
 [ 2.61976048 10.         10.          7.03592814  8.60778443  5.98802395]
 [ 8.23353293 10.         10.         10.          6.81137725  8.60778443]
 [10.         10.         10.         10.         10.         10.        ]
 [ 9.35628743  9.35628743  8.83233533  5.61377246 10.          4.34131737]
 [ 4.64071856  2.69461078  0.5239521   9.50598802  5.83832335  2.47005988]
 [ 1.72155689  1.94610778  2.84431138 10.          1.27245509  4.11676647]
 [ 3.06886228  7.93413174 10.          6.13772455  2.84431138  6.66167665]
 [ 5.31437126 10.         10.          6.06287425  6.81137725  7.26047904]]"
836,"[[ 5.79608939 10.         10.         10.         10.         10.        ]
 [10.          9.2877095   5.37709497  3.0726257  10.          2.09497207]
 [ 5.51675978  6.1452514  10.          9.77653631  1.60614525  0.0698324 ]
 [ 7.26256983 10.         10.          0.41899441  0.          0.69832402]
 [10.         10.          0.97765363  0.0698324   0.55865922 10.        ]
 [10.         10.          0.20949721  0.27932961  9.70670391 10.        ]
 [ 8.93854749  8.10055866  0.34916201  5.86592179 10.         10.        ]
 [ 6.07541899  0.76815642  5.58659218 10.         10.          8.24022346]
 [ 1.67597765  4.25977654  9.14804469  9.91620112 10.          6.2150838 ]
 [ 3.42178771  3.0726257   4.32960894 10.         10.          5.16759777]]"
837,"[[ 9.3495935   6.36856369  4.06504065  2.7100271   2.30352304  5.55555556]
 [ 6.57181572  5.82655827  4.87804878  6.6395664  10.         10.        ]
 [ 1.08401084  1.96476965  4.87804878 10.         10.         10.        ]
 [ 0.13550136  0.33875339  2.98102981 10.         10.          6.16531165]
 [ 0.          0.27100271  2.7100271  10.          5.01355014  1.49051491]
 [ 0.          0.20325203  2.7100271   8.19783198  5.55555556  2.30352304]
 [ 1.2195122   1.76151762  8.53658537 10.         10.         10.        ]
 [10.         10.         10.         10.          4.47154472  7.18157182]
 [10.         10.          7.11382114  2.16802168  5.75880759 10.        ]
 [10.          5.4200542   2.57452575  6.30081301 10.         10.        ]]"
838,"[[ 0.86605081  0.75057737  0.40415704  0.          0.23094688  4.15704388]
 [ 2.65588915  2.65588915  2.36720554  0.57736721  0.23094688  6.87066975]
 [ 7.21709007  7.27482679  5.13856813  1.90531178  2.02078522 10.        ]
 [10.         10.          7.96766744  4.15704388  6.98614319  7.852194  ]
 [10.         10.          9.87297921  4.73441109 10.          1.84757506]
 [ 2.94457275  3.57967667  2.88683603  4.61893764  5.02309469  0.40415704]
 [10.         10.         10.          3.75288684  1.38568129  1.78983834]
 [ 5.02309469  4.38799076  1.84757506  2.94457275  3.52193995  1.73210162]
 [10.         10.          7.73672055  7.50577367  3.63741339  2.42494226]
 [ 4.84988453  7.79445727 10.          3.926097    5.48498845  8.37182448]]"
839,"[[ 2.90178571  3.23660714  1.06026786  0.          0.50223214  0.05580357]
 [10.         10.          3.06919643  0.05580357  2.00892857  0.390625  ]
 [10.         10.          5.46875     2.28794643  4.07366071  2.734375  ]
 [10.         10.          4.79910714 10.          5.13392857  4.63169643]
 [10.         10.         10.         10.         10.         10.        ]
 [10.         10.         10.         10.         10.         10.        ]
 [ 5.91517857 10.         10.         10.          9.48660714  2.90178571]
 [10.          4.07366071  9.82142857  4.63169643  1.28348214  0.94866071]
 [ 1.39508929  5.97098214  2.51116071  0.89285714  2.23214286  1.84151786]
 [ 0.55803571  2.12053571  0.83705357  2.17633929  3.515625    3.79464286]]"
