,Shading Maps
949,"[[ 0.          7.65230312 10.        ]
 [ 5.38632987 10.         10.        ]
 [10.         10.         10.        ]]"
950,"[[ 0.          7.40223464 10.        ]
 [ 1.21042831 10.         10.        ]
 [ 3.49162011 10.         10.        ]]"
951,"[[ 0.          6.3771518  10.        ]
 [ 1.29107981 10.         10.        ]
 [10.         10.          8.09859155]]"
952,"[[ 0.         10.          4.27476415]
 [ 1.14976415 10.          7.34080189]
 [ 6.78066038 10.          8.57900943]]"
953,"[[ 2.87356322 10.         10.        ]
 [ 3.85057471 10.         10.        ]
 [ 0.         10.         10.        ]]"
954,"[[ 0.          8.79464286 10.        ]
 [10.         10.         10.        ]
 [10.         10.          0.98214286]]"
955,"[[ 0.          3.39157246  7.1942446 ]
 [ 1.46454265  9.91778006 10.        ]
 [10.         10.         10.        ]]"
956,"[[ 0.          9.83965015 10.        ]
 [ 6.99708455 10.         10.        ]
 [10.         10.         10.        ]]"
957,"[[ 0.          5.15603799 10.        ]
 [ 4.27408412  9.29443691 10.        ]
 [ 5.76662144 10.         10.        ]]"
958,"[[ 0.         10.         10.        ]
 [ 8.76777251 10.         10.        ]
 [10.         10.         10.        ]]"
959,"[[ 0.          3.11965812  3.41880342]
 [ 7.69230769 10.         10.        ]
 [10.         10.         10.        ]]"
960,"[[ 0.34722222 10.          0.        ]
 [10.         10.         10.        ]
 [ 8.94097222 10.         10.        ]]"
961,"[[10.          3.35008375  0.        ]
 [ 1.54941374  7.83082077 10.        ]
 [ 0.33500838  7.07705193 10.        ]]"
962,"[[ 0.          5.06216696 10.        ]
 [10.         10.         10.        ]
 [10.         10.         10.        ]]"
963,"[[ 0.          6.58284024 10.        ]
 [ 7.17455621 10.         10.        ]
 [10.         10.         10.        ]]"
964,"[[ 0.          7.02160494  0.19290123]
 [ 7.79320988 10.         10.        ]
 [ 0.61728395 10.          6.05709877]]"
965,"[[ 2.12609971  4.76539589  0.        ]
 [10.         10.          6.23167155]
 [10.         10.          8.76099707]]"
966,"[[ 0.          2.46768508 10.        ]
 [ 6.90364277 10.         10.        ]
 [ 5.40540541 10.         10.        ]]"
967,"[[ 0.         10.         10.        ]
 [ 5.0660793  10.         10.        ]
 [10.         10.          8.44346549]]"
968,"[[ 0.77399381 10.          0.        ]
 [10.         10.         10.        ]
 [10.         10.         10.        ]]"
969,"[[ 0.         10.         10.        ]
 [ 7.00402145 10.         10.        ]
 [ 6.60187668 10.         10.        ]]"
970,"[[ 0.         10.          5.30769231]
 [ 4.57692308 10.         10.        ]
 [ 9.73076923 10.         10.        ]]"
971,"[[ 0.          5.32646048 10.        ]
 [ 5.15463918 10.         10.        ]
 [10.         10.         10.        ]]"
972,"[[ 0.         10.         10.        ]
 [10.         10.          9.1765873 ]
 [10.         10.          4.46428571]]"
973,"[[ 0.          1.48514851  3.67751061]
 [ 0.91937765  2.65205092 10.        ]
 [ 3.60678925  9.83026874 10.        ]]"
974,"[[ 0.          4.82897384  8.42555332]
 [ 4.95472837 10.         10.        ]
 [ 6.81589537 10.         10.        ]]"
975,"[[ 0.          3.44925884  6.92702395]
 [ 0.68415051  6.92702395 10.        ]
 [ 7.15507412 10.         10.        ]]"
976,"[[10.          0.          8.97683398]
 [10.          5.88803089 10.        ]
 [10.         10.         10.        ]]"
977,"[[ 0.         10.          3.25562701]
 [10.         10.          8.72186495]
 [10.         10.          6.91318328]]"
978,"[[ 5.14162562 10.          8.58990148]
 [ 8.80541872 10.         10.        ]
 [ 0.         10.         10.        ]]"
979,"[[ 0.          5.03472222 10.        ]
 [ 1.11607143 10.         10.        ]
 [ 2.57936508 10.         10.        ]]"
980,"[[ 0.          8.48142165  6.21970921]
 [ 5.61389338 10.         10.        ]
 [ 4.07915994 10.         10.        ]]"
981,"[[ 0.          8.26572008 10.        ]
 [ 8.31643002 10.         10.        ]
 [10.         10.         10.        ]]"
982,"[[ 2.42047026  5.15214385  0.        ]
 [10.         10.          6.81189488]
 [10.         10.         10.        ]]"
983,"[[ 0.          8.33333333 10.        ]
 [ 5.82524272 10.         10.        ]
 [10.         10.         10.        ]]"
984,"[[ 0.          3.95916335 10.        ]
 [ 2.76394422 10.         10.        ]
 [10.         10.         10.        ]]"
985,"[[ 0. 10. 10.]
 [10. 10. 10.]
 [10. 10. 10.]]"
986,"[[ 0.          1.31386861 10.        ]
 [ 3.83211679 10.         10.        ]
 [10.         10.         10.        ]]"
987,"[[ 0.         10.          0.64338235]
 [ 6.89338235 10.         10.        ]
 [ 8.36397059 10.         10.        ]]"
988,"[[ 0.         10.          8.47938144]
 [ 6.18556701 10.         10.        ]
 [ 7.42268041  7.39690722 10.        ]]"
989,"[[ 0.          6.81818182  9.23913043]
 [ 8.59683794 10.          7.60869565]
 [10.         10.         10.        ]]"
990,"[[ 0.          6.16847826  7.58152174]
 [ 7.39130435 10.          9.42934783]
 [ 7.30978261 10.          6.52173913]]"
991,"[[ 0.          8.55978261 10.        ]
 [ 6.11413043 10.         10.        ]
 [ 4.41576087 10.         10.        ]]"
992,"[[ 0.         10.         10.        ]
 [ 5.12971698 10.         10.        ]
 [10.         10.         10.        ]]"
993,"[[ 0.          3.79273504  3.0982906 ]
 [ 8.17307692 10.         10.        ]
 [ 9.02777778 10.         10.        ]]"
994,"[[ 0.          5.52550232  4.98454405]
 [ 9.42812983  3.86398764 10.        ]
 [ 2.43431221  9.35085008 10.        ]]"
995,"[[ 0.          5.92286501  0.41322314]
 [ 4.06336088 10.          8.5399449 ]
 [10.         10.         10.        ]]"
996,"[[ 0.         10.         10.        ]
 [ 6.39853748 10.         10.        ]
 [ 4.29616088 10.         10.        ]]"
997,"[[ 0.          1.40503876 10.        ]
 [ 2.15600775 10.         10.        ]
 [10.         10.         10.        ]]"
998,"[[ 9.73084886 10.         10.        ]
 [10.         10.         10.        ]
 [ 0.72463768 10.          0.        ]]"
999,"[[ 0.          5.96330275 10.        ]
 [ 4.29226737 10.         10.        ]
 [10.         10.         10.        ]]"
